draw_number,draw_date,day_of_week,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,bonus_ball,star_1,star_2
1904,2025-12-16 00:00:00,Tuesday,10,13,28,39,50,3,5,3,5
1905,2025-12-19 00:00:00,Friday,5,18,21,24,30,4,11,4,11
1906,2025-12-23 00:00:00,Tuesday,10,24,43,44,48,2,11,2,11
1907,2025-12-26 00:00:00,Friday,5,6,17,32,37,5,11,5,11
1908,2025-12-30 00:00:00,Tuesday,1,3,8,33,46,2,4,2,4
1909,2026-01-02 00:00:00,Friday,9,21,34,39,41,9,12,9,12
1910,2026-01-06 00:00:00,Tuesday,23,24,29,42,49,6,8,6,8
1911,2026-01-09 00:00:00,Friday,37,38,44,45,47,1,8,1,8
1912,2026-01-13 00:00:00,Tuesday,6,8,13,26,28,8,11,8,11
1913,2026-01-16 00:00:00,Friday,5,14,16,22,34,7,9,7,9
1914,2026-01-20 00:00:00,Tuesday,26,27,36,41,43,9,10,9,10
1915,2026-01-23 00:00:00,Friday,8,9,14,38,48,1,10,1,10
1916,2026-01-27 00:00:00,Tuesday,3,6,7,9,22,2,11,2,11
1917,2026-01-30 00:00:00,Friday,15,20,25,26,48,6,12,6,12
1918,2026-02-03 00:00:00,Tuesday,11,16,25,31,40,8,12,8,12
1919,2026-02-06 00:00:00,Friday,5,16,22,29,32,5,9,5,9
1920,2026-02-10 00:00:00,Tuesday,6,12,20,33,47,9,10,9,10
1921,2026-02-13 00:00:00,Friday,5,14,20,39,46,6,11,6,11
1922,2026-02-17 00:00:00,Tuesday,13,16,17,25,41,8,11,8,11
1923,2026-02-20 00:00:00,Friday,5,19,23,35,42,1,12,1,12
1924,2026-02-24 00:00:00,Tuesday,2,6,12,28,34,6,12,6,12
1925,2026-02-27 00:00:00,Friday,5,11,13,20,44,3,9,3,9
1926,2026-03-03 00:00:00,Tuesday,14,36,42,43,46,3,7,3,7
1927,2026-03-06 00:00:00,Friday,4,5,8,12,42,6,8,6,8
1928,2026-03-10 00:00:00,Tuesday,4,15,19,46,48,2,6,2,6
1929,2026-03-13 00:00:00,Friday,5,9,14,15,39,1,3,1,3
1930,2026-03-17 00:00:00,Tuesday,4,10,22,35,48,10,11,10,11
1931,2026-03-20 00:00:00,Friday,11,14,16,33,39,5,12,5,12
1932,2026-03-24 00:00:00,Tuesday,14,15,33,39,49,2,5,2,5
1933,2026-03-27 00:00:00,Friday,1,9,15,38,40,1,12,1,12
1934,2026-03-31 00:00:00,Tuesday,8,16,21,36,37,1,7,1,7
1935,2026-04-03 00:00:00,Friday,5,16,21,37,44,6,9,6,9
1936,2026-04-07 00:00:00,Tuesday,10,12,21,25,26,1,10,1,10
1937,2026-04-10 00:00:00,Friday,1,10,11,15,46,3,10,3,10
1938,2026-04-14 00:00:00,Tuesday,8,17,38,44,46,3,7,3,7
1939,2026-04-17 00:00:00,Friday,3,14,18,32,45,4,6,4,6
1940,2026-04-21 00:00:00,Tuesday,2,27,29,32,37,5,8,5,8
1941,2026-04-24 00:00:00,Friday,15,21,25,32,35,2,11,2,11
1942,2026-04-28 00:00:00,Tuesday,6,9,33,38,40,2,10,2,10
1943,2026-05-01 00:00:00,Friday,8,13,27,37,38,1,10,1,10
1944,2026-05-05 00:00:00,Tuesday,27,38,39,42,46,8,9,8,9
1945,2026-05-08 00:00:00,Friday,3,5,12,14,20,5,11,5,11
1946,2026-05-12 00:00:00,Tuesday,15,18,30,43,47,2,5,2,5
1947,2026-05-15 00:00:00,Friday,1,2,8,18,36,9,12,9,12
1948,2026-05-19 00:00:00,Tuesday,4,19,41,42,49,6,10,6,10
1949,2026-05-22 00:00:00,Friday,15,18,19,24,25,1,6,1,6
1950,2026-05-26 00:00:00,Tuesday,6,38,42,48,50,1,8,1,8
1951,2026-05-29 00:00:00,Friday,3,6,12,26,35,8,9,8,9
1952,2026-06-02 00:00:00,Tuesday,15,18,21,26,33,1,11,1,11
1953,2026-06-05 00:00:00,Friday,2,3,8,38,49,4,5,4,5
1954,2026-06-09 00:00:00,Tuesday,13,16,37,44,50,4,7,4,7
1955,2026-06-12 00:00:00,Friday,8,18,24,29,32,4,12,4,12
1956,2026-06-16 00:00:00,Tuesday,12,21,27,29,45,6,11,6,11
1957,2026-06-19 00:00:00,Friday,8,20,32,43,48,8,10,8,10
1958,2026-06-23 00:00:00,Tuesday,12,23,27,32,42,9,10,9,10
1959,2026-06-26 00:00:00,Friday,2,7,29,34,49,10,12,10,12
1960,2026-06-30 00:00:00,Tuesday,14,19,26,35,41,4,6,4,6
1961,2026-07-03 00:00:00,Friday,3,6,16,25,30,1,5,1,5
1962,2026-07-07 00:00:00,Tuesday,4,5,27,31,38,2,4,2,4
1963,2026-07-10 00:00:00,Friday,8,28,35,39,41,1,7,1,7
1964,2026-07-14 00:00:00,Tuesday,7,18,22,26,37,9,10,9,10
1965,2026-07-17 00:00:00,Friday,1,10,21,23,39,6,7,6,7
1966,2026-07-21 00:00:00,Tuesday,3,9,33,38,45,3,8,3,8
1967,2026-07-24 00:00:00,Friday,7,9,24,27,41,5,8,5,8
1968,2026-07-28 00:00:00,Tuesday,6,9,24,25,42,1,3,1,3
1969,2026-07-31 00:00:00,Friday,5,33,35,39,47,5,10,5,10
1970,2026-08-04 00:00:00,Tuesday,7,10,13,21,38,8,11,8,11
1971,2026-08-07 00:00:00,Friday,8,15,20,32,47,5,6,5,6
1972,2026-08-11 00:00:00,Tuesday,15,36,45,47,50,6,8,6,8
1973,2026-08-14 00:00:00,Friday,5,12,18,49,50,3,11,3,11
1974,2026-08-18 00:00:00,Tuesday,3,4,5,23,32,6,11,6,11
1975,2026-08-21 00:00:00,Friday,17,24,31,38,45,3,9,3,9
